OBJECTID,station_eu,component_,statistics,statisti_1,statistic_,station__1,country_na,type_of_st,station_ty,station__2,station_la,nb_luabloc,nb_luAgloc2010,nb_luFrloc,nb_luGUloc,nb_luIdloc2010,nb_luUrloc2010,nb_pop2010,nb_proxAg_empl,nb_proxAg_gva,nb_proxId_empl,nb_proxId_gva,nb_proxUr_empl,nb_proxUr_gva,nb_rHloc,nb_rLloc,nb_rMloc,nb_toploc,re_coastal,re_mdtall,re_tempall,re_windspa,r_proxIf2010,r_proxIn2010,r_proxUr2010
1043,GB0928A,8,2010,day,22.84,GB0928A,UNITED KINGDOM,Traffic,urban,-1.456944,53.231722,0,0,0,600,300,1800,0,0,0.241544,152244,49.3782997,81265.79688,2.76917,11,28,0,1.99629,4.8955598,96,9.8339701,2.5852799,64244.39844,124997,22946.19922
1045,GB0954A,8,2010,day,37.771,GB0954A,UNITED KINGDOM,Traffic,urban,-0.300306,52.132417,0,3800,0,0,0,1000,0,674.0930176,1.9699,1211720,29.6270008,69638.10156,2.29652,23,0,0,1.9896801,4.8692799,22,11.0588999,2.5520201,47316.5,49678.39844,11206.2998
1046,GB0957A,8,2010,day,12.193,GB0957A,UNITED KINGDOM,Background,rural,-2.68345,51.05625,0,7900,200,0,0,0,0,1175.949951,0.967694,29654.5,0,0,0,0,0,0,1.95181,4.3813,51,11.1113005,2.6219699,21210.90039,1602.530029,485.1199951
1047,GB0958A,8,2010,day,27.645,GB0958A,UNITED KINGDOM,Background,urban,-2.615358,53.38928,0,0,0,1300,0,1200,0,0,0.114595,3003420,184.8639984,71783.10156,4.5268002,0,0,0,2.0042601,2.6505201,12,10.4391003,0,64244.39844,463131,16639.59961
1048,GB0961A,8,2010,day,29.435,GB0961A,UNITED KINGDOM,Traffic,urban,-2.483815,53.715504,0,1200,0,0,0,2100,0,13.0923996,0.25662,611588,41.4122009,119143,5.3441801,12,27,0,1.9411,4.3022299,141,9.52985,0,52619.19922,68908.70313,16930.69922
1049,GB0962A,8,2010,day,26.05,GB0962A,UNITED KINGDOM,Background,urban,-2.977281,51.601203,0,100,0,0,0,2400,0,0,0.0530818,0,0,125830,6.0696201,24,128,0,1.93399,2.8621399,23,11.0192003,1.30176,78928.89844,0,22267
1050,GB0996A,8,2010,day,25.948,GB0996A,UNITED KINGDOM,Traffic,suburban,-6.654558,54.353728,0,100,0,0,0,2900,0,0,0.183565,0,0,122808,4.8879299,10,0,0,1.97172,4.4977002,39,9.6682196,4.6982398,43645.39844,0,22121.5
1051,GB0997A,8,2010,day,23.602,GB0997A,UNITED KINGDOM,Background,urban,-3.710833,56.013142,0,0,0,0,0,2900,0,0,0.0486043,2759800,432.2690125,167083,5.1468101,0,0,0,2.0042,3.15588,3,8.6389599,2.26912,79540.70313,689087,19162.19922
1052,GB0998A,8,2010,day,9.408,GB0998A,UNITED KINGDOM,Background,suburban,-3.196527,55.657472,0,1200,100,0,0,2800,0,5.9112101,0.174312,0,0,122593,4.0541701,0,10,0,1.75949,4.5197201,168,7.9224701,2.5009501,21414.80078,0,7955.970215
1053,GB0999A,8,2010,day,17.318,GB0999A,UNITED KINGDOM,Background,suburban,-3.144889,53.162306,0,100,0,0,200,2000,0,0,0.25455,534122,80.2310028,121289,3.84023,0,44,0,1.98847,3.9533,115,10.1946001,3.7492099,50579.69922,144228,11594.40039
1054,GB1008A,8,2010,day,31.668,GB1008A,UNITED KINGDOM,Traffic,urban,-4.55973,55.943197,0,0,0,0,0,2900,0,0,0.0541793,12073.2998,0,203514,6.3198099,0,83,0,1.9195,2.45155,4,0,3.5483301,36303.19922,3205.060059,20617.59961
1055,GR0002A,8,2010,day,44.289,GR0002A,GREECE,Traffic,urban,23.726843,37.978207,0,0,0,100,0,2800,0,0,0,1144540,2.9217401,458537,25.0788994,0,0,0,1.87758,3.7477701,85,15.3694,1.02802,68017.29688,23517.40039,19112.90039
1056,GR0018A,8,2010,day,27.061,GR0018A,GREECE,Traffic,urban,22.945288,40.633774,0,0,0,0,0,2600,0,0,0.0007397,3079520,64.8171005,379010,13.1243,0,15,0,1.8992,2.5569699,28,13.8935003,0.580726,51666.10156,120947,14456.7002
1057,GR0022A,8,2010,day,22.532,GR0022A,GREECE,Traffic,urban,23.787357,38.030838,0,0,0,0,0,2800,0,0,0,0,0,458537,25.0788994,0,0,0,1.95139,4.1318898,166,15.1885004,1.04996,43345.30078,3359.629883,23731.59961
1058,GR0027A,8,2010,day,30.029,GR0027A,GREECE,Background,suburban,23.697842,38.076814,0,0,0,0,0,2900,0,0,0.29608,1701340,16.0695992,458537,25.0788994,0,17,0,1.83606,4.0078902,161,15.2143002,2.9398999,48473.19922,102469,22004.30078
1059,GR0028A,8,2010,day,35.48,GR0028A,GREECE,Background,urban,23.688354,38.020805,0,0,0,0,0,2900,0,0,0.0375975,61867.10156,0,458537,25.0788994,0,0,0,1.97892,3.8673601,78,15.3632002,0.993721,55342.69922,3359.629883,26622.90039
1060,GR0029A,8,2010,day,44.35,GR0029A,GREECE,Industrial,suburban,23.706789,37.983627,0,0,0,0,800,1300,0,0,0,14910000,445.5660095,176360,9.6457396,0,143,0,1.96867,3.7142301,36,15.4818001,0.992618,57277.80078,542581,13743.2998
1061,GR0031A,8,2010,day,26.287,GR0031A,GREECE,Background,urban,23.713009,37.931995,0,0,0,0,0,2900,0,0,0,0,0,458537,25.0788994,0,224,0,1.9488699,3.2525699,42,16.0431004,1.04783,68597.89844,1679.819946,25984.59961
1062,GR0032A,8,2010,day,83.238,GR0032A,GREECE,Traffic,urban,23.733047,37.999458,0,0,0,0,0,2600,0,0,0,1484810,0,387993,21.2206001,0,0,21,1.92022,3.8951399,110,15.1740999,1.0115401,68404.39844,33596.30078,24219.69922
1063,GR0038A,8,2010,day,36.742,GR0038A,GREECE,Industrial,urban,23.538446,38.05135,0,700,0,0,0,2700,0,0,0.294905,13084900,277.5660095,458537,25.0788994,0,53,0,2.00208,3.09795,16,16.1235008,0.964834,44990.10156,606414,10889.5
1064,GR0044A,8,2010,day,33.927,GR0044A,GREECE,Traffic,urban,22.956703,40.633575,0,0,0,0,300,1800,0,0,0.112428,3110320,86.4228973,221089,7.6558199,0,74,25,1.86237,3.02654,38,13.8428001,0.580613,56600.5,85670.70313,18136.59961
1065,GR0110R,8,2010,day,13.17,GR0110R,GREECE,Background,rural,23.110268,38.375248,0,3600,0,0,0,2000,0,330.9750061,0.843434,0,0,85801.10156,3.4314301,0,0,0,1.88902,4.2682099,107,14.4666996,2.11305,16835,0,5219.439941
1066,GR0120A,8,2010,day,12.615,GR0120A,GREECE,Background,suburban,23.879023,37.901306,0,1500,0,0,0,2900,0,0,1.09738,1515740,21.9130993,458537,25.0788994,0,0,0,1.96315,3.9967201,136,16.2381992,1.2229,34637.60156,68872.5,8073.240234
1067,HR0003A,8,2010,day,16.95,HR0003A,CROATIA (local name: Hrvatska),Traffic,urban,18.70417,45.558609,0,800,0,0,0,2000,0,0,0.374883,94611.89844,0,37220,0.905871,0,75,0,2.00244,5.4479399,86,12.0846996,0,19826.30078,43938.89844,7845.419922
1068,HR0008A,8,2010,day,28.872,HR0008A,CROATIA (local name: Hrvatska),Traffic,urban,16.035858,45.828331,0,2300,0,0,0,2000,0,289.3179932,0.04504,620509,60.0954018,238011,7.6214299,0,153,0,1.99573,5.0875502,129,11.6744003,0,21902.69922,30129.5,9832.110352
1069,HR0009A,8,2010,day,26.556,HR0009A,CROATIA (local name: Hrvatska),Traffic,urban,16.006469,45.764947,0,0,0,0,0,2800,0,0,0.246383,375192,17.1700993,281286,9.0071497,0,67,0,2.00369,5.0650001,116,11.8216,0,32418.69922,272421,7804.870117
1070,HU0020A,8,2010,day,27.005,HU0020A,HUNGARY,Traffic,urban,20.136114,46.262779,0,0,0,0,400,1700,0,0,0.0420277,3376360,64.3108978,28807.5,0.501182,0,0,26,2.0037501,5.6125698,78,11.9294996,0,43238.30078,136305,11417.2002
1071,HU0022A,8,2010,day,33.795,HU0022A,HUNGARY,Background,suburban,19.184174,47.430836,0,0,0,800,0,1900,0,0,0.131639,2685220,73.9881973,390037,9.1777697,0,21,0,2.0042601,5.6258998,135,11.4073,3.1699901,36314,79619.29688,13483.7998
1072,HU0024A,8,2010,day,35.111,HU0024A,HUNGARY,Traffic,urban,17.639444,47.68528,0,0,0,400,100,2100,0,0,0.0193231,6353930,134.8639984,33490.5,0.609876,0,0,4,2.0043199,5.5511799,115,11.3807001,0.894568,36775.69922,145392,11688.2002
1073,HU0026A,8,2010,day,15.905,HU0026A,HUNGARY,Background,urban,20.616404,48.247223,0,0,0,0,0,2900,0,0,0.15779,344859,1.76027,43858.80078,0.72419,0,0,0,1.8751,5.7504501,151,9.9846497,0.668308,22773.19922,18606.69922,13348.2998
1074,HU0027A,8,2010,day,35.325,HU0027A,HUNGARY,Traffic,urban,20.790005,48.106941,0,0,0,0,500,1400,0,0,0.0310288,5438160,67.1837997,16868.80078,0.278535,0,70,28,1.96942,5.7516699,123,10.2772999,0.716836,36775.69922,154912,11789.7998
1075,HU0028A,8,2010,day,22.244,HU0028A,HUNGARY,Traffic,urban,21.705839,47.961113,0,0,0,0,300,1700,0,0,0.0851671,1907600,31.4547997,12434.2002,0.2075,0,29,20,2.0042801,5.78864,105,10.7044001,0.804361,29697.5,109044,14534
1076,HU0029A,8,2010,day,13.925,HU0029A,HUNGARY,Background,suburban,18.211123,46.080276,0,0,0,0,800,1400,0,0,0.072892,1655860,26.7103004,20569.30078,0.350263,0,0,0,1.8274699,5.4533801,178,11.5372,3.1607299,50008.69922,60147.19922,18294.59961
1077,HU0030A,8,2010,day,47.72,HU0030A,HUNGARY,Traffic,urban,18.225286,46.07111,0,0,0,0,500,1600,0,0,0.0791399,3707140,70.6530991,32910.89844,0.56042,0,77,3,1.93089,5.45439,129,11.5488005,2.36973,55855.89844,144959,10366.90039
1078,HU0031A,8,2010,day,22.527,HU0031A,HUNGARY,Traffic,urban,18.420835,47.55722,0,100,0,100,0,2800,0,0,0.225716,13337200,77.1196976,49960.10156,0.863091,0,0,0,1.97466,5.5878401,196,10.8535004,0.855778,36621.80078,156210,9215.040039
1079,HU0032A,8,2010,day,22.281,HU0032A,HUNGARY,Background,suburban,18.920002,47.306667,0,1100,300,0,0,2500,0,146.0010071,0.214918,3186960,9.1055698,55053,1.23027,0,0,0,1.99026,5.6001902,99,11.4045,0,16464.40039,55387.39844,7216.189941
1080,HU0033A,8,2010,day,18.109,HU0033A,HUNGARY,Industrial,urban,18.936113,46.976112,0,0,0,1500,0,1400,0,0,0.0793974,187939,0,10146.90039,0.178308,0,0,0,1.96474,5.57831,138,11.6259003,3.36079,23234.80078,8221.55957,11789.7998
1081,HU0036A,8,2010,day,19.993,HU0036A,HUNGARY,Background,suburban,18.960009,47.561943,0,0,0,100,100,2700,0,0,1.7871701,726434,32.8835983,476712,11.2173004,0,56,0,1.86215,5.6212001,257,10.8549995,0,16002.7998,20770.30078,16160.2002
1082,HU0037A,8,2010,day,12.05,HU0037A,HUNGARY,Background,suburban,17.556665,47.105278,0,100,0,0,100,2600,0,0,0.157242,1525390,52.3895988,35746.30078,0.631816,0,0,0,1.9845999,5.4843798,229,10.8207998,0.872922,28158.80078,98658.70313,12196.40039
1083,HU0038A,8,2010,day,15.005,HU0038A,HUNGARY,Background,suburban,20.703058,48.218056,0,100,0,0,300,2500,0,0,0.191224,901938,10.8549995,33737.60156,0.557069,0,77,0,1.94972,5.7529998,136,10.2560997,0.683027,19695.80078,25097.40039,11451
1084,HU0040A,8,2010,day,10.795,HU0040A,HUNGARY,Background,rural,16.838896,47.671947,0,8100,0,0,0,0,0,1099.829956,0.592753,0,0,0,0,0,0,0,2.0042601,5.5008898,112,11.2747002,0,8463.019531,0,67.7576981
1085,HU0041A,8,2010,day,49.414,HU0041A,HUNGARY,Traffic,urban,19.028067,47.508057,0,0,0,0,200,2100,0,0,0,1374420,44.0940018,433375,10.1975002,0,177,0,1.91381,5.62152,128,11.0504999,0,73089.70313,30290,16160.2002
1086,HU0042A,8,2010,day,30.626,HU0042A,HUNGARY,Background,urban,19.146122,47.541943,0,0,0,300,200,2000,0,0,1.7831,2990650,124.8079987,390037,9.1777697,0,26,0,2.0030701,5.6311202,120,11.1625996,0,38776,83946.5,8266.44043
1087,HU0045A,8,2010,day,38.205,HU0045A,HUNGARY,Traffic,urban,19.087782,47.491943,0,0,0,1500,200,900,0,0,0,3270620,133.029007,173350,4.07901,0,101,0,2.00419,5.6241102,111,11.1857004,0,62318.60156,85244.60156,12230.2998
1088,IE0028A,8,2010,day,25.368,IE0028A,IRELAND,Background,urban,-6.278056,53.353886,0,0,0,500,700,700,0,0,0,1060430,246.8119965,64638.89844,6.1374502,0,24,0,2.0041699,3.1936901,21,10.1210003,2.6282799,67619.79688,186153,24730
1089,IE0090A,8,2010,day,3.185,IE0090A,IRELAND,Background,rural,-6.883056,54.066109,0,8000,0,0,0,0,0,411.07901,0.618227,0,0,0,0,0,0,0,1.95366,4.4948802,164,9.5982904,2.3283801,0,0,55.3242989
1090,IE0091A,8,2010,day,9.447,IE0091A,IRELAND,Background,rural,-8.383333,51.916668,0,4300,0,0,100,300,0,282.144989,0.556855,1222200,107.0490036,8665.599609,0.547469,11,0,0,1.9432499,3.2304499,62,10.8275003,5.2977901,33602.5,90373.10156,10013.7002
1091,IE0098A,8,2010,day,34.717,IE0098A,IRELAND,Traffic,urban,-6.288889,53.341667,0,0,0,0,1100,600,0,0,0,1060430,270.1419983,43092.60156,4.09164,0,82,0,2.0037601,3.34287,22,10.0619001,2.6250701,62019.39844,190015,21299.90039
1092,IE0105A,8,2010,day,33.04,IE0105A,IRELAND,Traffic,urban,-6.266667,53.347221,0,0,0,0,100,1600,0,0,0,1164780,311.8909912,193917,18.4123993,0,123,0,2.0039501,2.8494799,10,10.1531,2.6299,81309.70313,152939,20967.90039
1093,IE0118A,8,2010,day,9.449,IE0118A,IRELAND,Background,suburban,-9.299723,53.851109,0,300,0,0,0,2900,0,0,0.147571,0,0,102102,5.54984,8,0,0,1.9991,4.2210398,39,9.8615799,5.0772099,36402.69922,16220.7998,23402.19922
1094,IE0121A,8,2010,day,14.489,IE0121A,IRELAND,Background,suburban,-8.606951,52.667778,0,500,0,0,0,2600,0,27.2180004,0.169254,504480,50.1464996,99116.89844,6.25176,0,0,0,2.00143,3.5682001,6,10.3114996,3.5014801,29765.19922,27807.09961,26113.09961
1095,IE0135A,8,2010,day,28.841,IE0135A,IRELAND,Background,urban,-6.214247,53.341499,0,0,0,0,0,1100,0,0,0,394841,50.3446007,129278,12.2749004,0,142,0,2.0026,2.3494799,3,10.2119999,2.6335399,56937.5,238678,11120.2002
1096,IE0140A,8,2010,day,15.223,IE0140A,IRELAND,Background,suburban,-6.131945,53.274723,0,0,0,200,100,2500,0,0,0.0063737,327154,85.9542999,258555,24.5498009,0,59,0,1.9613,3.17609,47,10.2748003,2.64745,41899.39844,55614.19922,31700.80078
1100,IT0187A,8,2010,day,43.912,IT0187A,ITALY,Traffic,urban,11.613056,44.842499,0,0,0,0,0,2900,0,0,0.232968,2146920,89.0029984,131462,8.3009996,0,0,0,2.0043199,4.7082801,11,14.0639,1.1716501,78330.29688,109872,28037.90039
1101,IT0267A,8,2010,day,30.607,IT0267A,ITALY,Background,suburban,9.414721,45.329445,0,5300,0,0,0,400,0,1021.450012,2.4274299,3060130,79.4187012,9112.75,0.622552,0,81,0,2.0043199,5.0362501,83,13.3184996,0.998332,26174.19922,103451,4550.930176
1102,IT0440A,8,2010,day,34.161,IT0440A,ITALY,Background,urban,12.153611,45.525002,0,1700,0,0,100,2200,0,221.3560028,2.2451301,1283600,32.2882004,128183,7.7026801,0,29,0,2.0038099,4.3312101,7,13.6718998,0.590451,46574.80078,35672.80078,8003.359863
1103,IT0447A,8,2010,day,23.443,IT0447A,ITALY,Background,urban,12.279166,45.200001,0,1200,0,0,300,1400,0,88.5425034,0.756784,1801180,51.486599,112160,6.73984,0,0,0,2.0043199,3.2644601,0,14.7353001,2.14817,47729.5,87755.10156,9468.030273
1104,IT0455A,8,2010,day,41.115,IT0455A,ITALY,Traffic,suburban,13.455277,43.607777,0,200,0,0,100,2700,0,0,0.593045,1337570,26.8407993,232302,13.5466995,0,145,0,1.85857,2.4771199,13,15.1991997,2.3433499,34642.39844,42093.89844,3975.530029
1105,IT0456A,8,2010,day,43.606,IT0456A,ITALY,Traffic,urban,13.221944,43.714169,0,0,0,0,0,2800,0,0,0.217592,3287260,51.1253014,232302,13.5466995,0,0,30,1.98554,2.45155,7,0,0.798212,49461.60156,63497.60156,14960.5
1106,IT0459A,8,2010,day,29.304,IT0459A,ITALY,Background,suburban,13.341944,43.598888,0,6700,0,0,0,0,0,921.4890137,0.738107,4058060,56.2378006,0,0,0,50,0,1.95602,3.7386301,18,14.8832998,2.26859,87760.70313,123428,2877.030029
1107,IT0460A,8,2010,day,32.313,IT0460A,ITALY,Traffic,urban,13.245,43.526943,0,1000,0,0,0,2800,0,36.8596001,0.616511,7027930,95.2209015,251661,14.6756001,0,0,0,1.98157,4.2061501,72,14.3319998,1.48484,72941.39844,147685,17052.90039
1108,IT0461A,8,2010,day,28.751,IT0461A,ITALY,Industrial,suburban,13.3875,43.633335,0,500,0,0,800,300,0,0,0.257057,3491290,64.5457001,19358.5,1.12889,0,145,0,1.94266,2.45155,3,15.1589003,2.3486199,61971.39844,146972,5544.810059
1109,IT0462A,8,2010,day,26.707,IT0462A,ITALY,Industrial,suburban,13.370556,43.636112,0,3900,300,0,100,0,0,921.4890137,0.486382,3763340,64.5457001,0,0,0,0,0,1.99367,2.8621399,2,15.1559,2.35339,58892,171943,2144.689941
1110,IT0467A,8,2010,day,63.851,IT0467A,ITALY,Traffic,urban,9.142222,45.475277,0,0,0,0,0,2000,0,0,0,4903050,139.8439941,405683,29.4813004,0,0,6,1.9993401,5.0752802,129,13.0571003,0.46727,89877.70313,119861,25213.19922
1111,IT0470A,8,2010,day,74.461,IT0470A,ITALY,Traffic,urban,7.695,45.103611,0,0,0,400,300,1200,0,0,0.0817472,4866520,262.7189941,102133,6.1304798,0,253,0,2.0027101,5.0311098,234,12.4891996,0.357981,64665.80078,248283,15849.7998
1112,IT0477A,8,2010,day,73.302,IT0477A,ITALY,Traffic,urban,9.191389,45.495556,0,0,0,0,100,2000,0,0,0.0105989,6284570,177.4369965,324546,23.5849991,0,169,0,2.0028,5.0855498,131,13.0246,0.466426,104120,186212,23120.80078
1113,IT0499A,8,2010,day,18.018,IT0499A,ITALY,Background,suburban,10.859167,46.619442,0,2400,0,0,0,1700,0,243.6719971,1.2749,1664830,25.3302994,128412,8.9671202,0,0,0,1.13964,5.25037,634,1.81937,0,28868.59961,14982.59961,4132.459961
1114,IT0502A,8,2010,day,44.194,IT0502A,ITALY,Traffic,urban,11.340833,46.482502,0,0,0,0,700,1300,0,0,0.476931,16401700,438.2130127,110068,7.6861,0,0,0,1.23563,5.15486,251,7.5117798,0.738247,47344.60156,153393,14960.5
1115,IT0503A,8,2010,day,33.295,IT0503A,ITALY,Background,urban,11.342222,46.5,0,0,0,0,0,2900,0,0,0.495408,5549440,37.9953995,238480,16.6532001,0,151,0,1.02715,5.1593099,273,7.41993,0.737824,58892,44947.69922,27514.80078
1116,IT0544A,8,2010,day,26.329,IT0544A,ITALY,Background,suburban,9.830277,44.823887,0,2200,0,0,100,2300,0,47.531601,1.28839,507409,23.4132996,144102,8.0960999,0,0,0,1.73023,4.8397698,223,12.4299002,1.01375,40031.19922,44234.30078,3609.360107
1117,IT0559A,8,2010,day,34.152,IT0559A,ITALY,Industrial,suburban,9.618889,45.65889,0,5300,0,0,400,200,0,657.0570068,0.542533,5182960,194.201004,0,0,0,0,0,2.0043199,5.1717701,209,12.0468998,0.392971,52348.5,87041.70313,15640.59961
1118,IT0591A,8,2010,day,28.488,IT0591A,ITALY,Background,urban,11.036389,45.893059,0,0,0,0,0,2800,0,0,0.443665,0,0,146565,9.6624899,0,0,0,0.718226,5.0683198,196,8.9544296,0.365727,47537,0,27044
1119,IT0594A,8,2010,day,47.557,IT0594A,ITALY,Traffic,urban,10.223611,45.540833,0,0,0,0,400,1700,0,0,0.318644,6549150,138.2669983,74521.79688,4.8722501,0,0,0,1.8000799,5.1856499,180,12.3057003,0.842138,75828.29688,189779,24167
1120,IT0612A,8,2010,day,29.202,IT0612A,ITALY,Background,suburban,15.152778,37.213612,0,2000,300,0,700,0,0,368.8080139,2.6608601,3891860,69.8855972,0,0,0,0,0,1.95208,3.43136,42,17.4015999,0,45227.5,139837,836.9530029
1121,IT0615A,8,2010,day,17.991,IT0615A,ITALY,Industrial,suburban,15.202499,37.142502,0,6800,0,0,0,800,0,860.5529785,1.59376,4673550,92.0444031,42207.10156,2.5014501,0,0,0,1.98778,3.04845,17,17.5844002,0,23287.40039,194060,3818.600098
1122,IT0618A,8,2010,day,25.766,IT0618A,ITALY,Industrial,urban,15.22111,37.217777,0,0,0,0,0,1300,0,0,0,0,0,59090,3.5020299,0,0,0,1.99947,0,3,0,0,2694.409912,9274.929688,4184.77002
1123,IT0620A,8,2010,day,42.018,IT0620A,ITALY,Traffic,urban,15.268611,37.103054,0,3500,0,0,0,1300,0,573.7020264,0.854785,765066,17.0452995,50648.60156,3.00174,0,0,0,1.96691,2.4771199,55,17.8960991,0,46959.69922,47088.10156,12711.2002
1124,IT0643A,8,2010,day,47.247,IT0643A,ITALY,Traffic,urban,8.611945,44.906391,0,0,0,0,0,2700,0,0,0.216398,3102440,39.5564995,156508,9.4502296,0,0,0,2.0043199,4.73352,98,13.1048002,1.66868,95459,160528,25370.09961
1125,IT0659A,8,2010,day,35.205,IT0659A,ITALY,Background,urban,11.425834,45.50111,0,700,0,0,0,2900,0,0,0.792946,7034220,40.2780991,117491,7.62391,0,0,0,1.94328,4.8624701,63,12.7833996,0.480908,46767.19922,99170.39844,21917.69922
1126,IT0663A,8,2010,day,23.839,IT0663A,ITALY,Background,urban,11.368611,45.714447,0,600,0,0,0,2900,0,0,0.647151,4663990,91.5411987,117491,7.62391,0,0,0,1.70061,4.92977,189,10.1334,0.394337,86028.60156,58503.39844,22493.09961
1127,IT0684A,8,2010,day,38.385,IT0684A,ITALY,Background,urban,10.629167,44.684723,0,100,0,0,0,2900,0,0,0.243019,1742770,14.7838001,165952,10.3395004,0,6,0,2.0043199,4.9329,66,13.3687,1.49281,91802.29688,51368.89844,34367.39844
1128,IT0702A,8,2010,day,46.134,IT0702A,ITALY,Traffic,urban,10.624445,44.699722,0,0,0,0,0,2900,0,0,0.134622,5130140,112.1110001,165952,10.3395004,0,157,0,2.0043199,4.9391899,58,13.4455996,1.49243,90070.20313,112726,31228.80078
1129,IT0703A,8,2010,day,30.14,IT0703A,ITALY,Background,urban,11.454444,46.051109,0,600,0,0,100,2500,0,0,0.840446,1411910,59.7186012,135291,8.91922,0,0,0,0.153201,5.0033102,391,6.9268498,0.351899,33102.69922,9274.929688,10461.90039
1130,IT0705A,8,2010,day,50.05,IT0705A,ITALY,Traffic,urban,9.195833,45.46278,0,0,0,100,100,2300,0,0,0,2898490,73.6815033,405683,29.4813004,0,0,0,2.0039699,5.0729699,125,13.1302996,0,89300.29688,67778.39844,30758
1131,IT0706A,8,2010,day,33.527,IT0706A,ITALY,Background,urban,9.3275,45.482777,0,400,0,100,0,2700,0,0,1.30897,9426860,368.4070129,486819,35.3774986,0,0,0,2.0038199,5.0890498,118,13.1400003,0.93508,34834.80078,233300,9258.790039
1132,IT0721A,8,2010,day,53.157,IT0721A,ITALY,Traffic,urban,10.903611,44.632774,0,0,0,100,300,2200,0,0,0.529252,2555600,46.3973007,121330,7.6189499,0,205,0,2.0041399,4.9759302,41,13.6272001,1.54562,83334.20313,67778.39844,22597.69922
1133,IT0741A,8,2010,day,25.11,IT0741A,ITALY,Background,rural,10.299445,45.24889,0,4200,0,0,0,1800,0,500.5480042,2.3112299,0,0,83837,5.4812799,0,0,0,2.0043199,5.11025,45,13.4280005,1.01592,45804.89844,0,7637.200195
1134,IT0743A,8,2010,day,22.745,IT0743A,ITALY,Background,urban,10.480833,45.463333,0,700,0,0,0,2900,0,0,1.6208301,2635630,87.6813965,121098,7.9173999,0,0,0,1.9687099,5.1592598,182,13.1395998,0.875687,52348.5,74912.89844,14437.40039
1135,IT0753A,8,2010,day,35.13,IT0753A,ITALY,Background,urban,10.839444,45.893333,0,300,0,0,0,2600,0,0,0.600815,70595.60156,0,146565,9.6624899,0,0,0,0.601598,5.1167002,93,8.3164396,0.366977,51963.60156,713.4559937,17052.90039
1136,IT0758A,8,2010,day,39.056,IT0758A,ITALY,Traffic,urban,13.229444,46.060555,0,0,0,0,0,2700,0,0,0.0633898,504918,32.3736,91049.60156,5.5914898,0,0,11,2.0034699,4.5785999,113,12.1457996,0.937689,93534.39844,47088.10156,30915
1137,IT0764A,8,2010,day,42.559,IT0764A,ITALY,Traffic,urban,8.797778,45.65667,0,0,0,0,0,2900,0,0,0.0442706,2994680,124.9110031,113981,7.82582,0,0,0,2.0043199,5.13481,244,12.7179003,0,68707.39844,67778.39844,32745.80078
1138,IT0770A,8,2010,day,40.048,IT0770A,ITALY,Background,urban,9.081111,45.542778,0,900,0,0,1000,1000,0,91.0009003,0.776372,6555460,196.9850006,121705,8.8443804,0,0,0,2.0043099,5.0991602,156,12.8430996,0.460373,54273.10156,141264,19668.40039
1139,IT0775A,8,2010,day,20.534,IT0775A,ITALY,Background,suburban,9.385,46.137222,0,4700,200,0,0,600,0,434.5769958,0.495847,1525860,44.1122017,19173.69922,1.31747,0,0,0,1.00302,5.2890701,234,6.8705802,1.11482,22517.5,36386.30078,5910.979981
1140,IT0778A,8,2010,day,36.922,IT0778A,ITALY,Traffic,urban,9.591389,45.518333,0,0,0,0,100,2600,0,0,0.83231,6663810,251.3190002,121538,8.2951698,0,0,0,2.0043199,5.1232901,127,13.1267004,0.884994,50423.89844,121288,16896
1141,IT0782A,8,2010,day,38.352,IT0782A,ITALY,Background,urban,9.715278,45.685558,0,400,0,0,100,2300,0,0,0.347221,9502100,344.3389893,121538,8.2951698,0,81,0,1.9859999,5.1849699,258,11.6332998,0.375113,62548.69922,271827,16896
1142,IT0813A,8,2010,day,45.01,IT0813A,ITALY,Traffic,urban,14.260555,37.067497,0,0,0,100,0,2700,0,0,0.236943,3155830,141.7290039,159545,9.9036703,0,0,0,1.98313,2.9933901,14,0,0,44072.80078,147685,13966.7002
1143,IT0815A,8,2010,day,9.797,IT0815A,ITALY,Industrial,suburban,14.283334,37.062778,0,2700,0,0,900,0,0,360.6170044,0.494928,6817100,395.7380066,0,0,0,0,0,2.00424,3.2304499,14,17.3022003,0,38876.39844,368857,52.3096008
1144,IT0816A,8,2010,day,6.236,IT0816A,ITALY,Background,rural,14.316944,37.058334,0,7800,0,0,0,0,0,950.71698,1.03011,665684,40.4940987,0,0,0,0,0,1.9667799,3.4804699,44,17.1233006,0,23287.40039,60643.80078,0
1145,IT0817A,8,2010,day,56.533,IT0817A,ITALY,Traffic,urban,14.391111,37.146946,0,0,0,0,0,2900,0,0,0.902946,0,0,159545,9.9036703,0,0,0,1.91212,4.17062,317,16.1494007,0.732506,28483.69922,0,13652.7998
1146,IT0821A,8,2010,day,24.665,IT0821A,ITALY,Industrial,suburban,13.215555,45.813332,0,3600,0,0,800,200,0,304.0270081,0.52882,1577870,80.539299,7587.470215,0.465958,0,0,0,2.0039799,4.0272698,3,13.4103003,0.584306,31178.09961,100597,3347.810059
1147,IT0824A,8,2010,day,17.68,IT0824A,ITALY,Background,suburban,13.576944,46.503334,0,1400,600,0,0,2200,0,152.0130005,0.616766,178825,4.7375998,83462.10156,5.1255398,0,0,0,1.299,4.8954601,739,5.7273998,0,29830.90039,4280.740234,4132.459961
