"OBJECTID","station_eu","component_","statistics","statisti_1","statistic_","station__1","country_na","type_of_st","station_ty","station__2","station_la","nb_luabloc","nb_luAgloc2010","nb_luFrloc","nb_luGUloc","nb_luIdloc2010","nb_luUrloc2010","nb_pop2010","nb_proxAg_empl","nb_proxAg_gva","nb_proxId_empl","nb_proxId_gva","nb_proxUr_empl","nb_proxUr_gva","nb_rHloc","nb_rLloc","nb_rMloc","nb_toploc","re_coastal","re_mdtall","re_tempall","re_windspa","r_proxIf2010","r_proxIn2010","r_proxUr2010","station_code_norm","longitude_recovered","latitude_recovered","coord_source","key_source_column","n_metadata_records","n_unique_coord_pairs","coordinate_ambiguous","coordinate_match","station_country_code","country_name_original"
840,"FR20004",8,2010,"day",31.658,"FR20004","FRANCE","Background","urban",4.820328,45.755306,0,0,0,200,200,2000,0,0,0,2852730,117.7509995,168263,11.8793001,0,0,0,1.90484,5.3987098,245,11.9438,2.3246601,66458.39844,87544.5,15676.7998,"FR20004",4.82031250031933,45.7553100588956,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
841,"FR20008",8,2010,"day",53.141,"FR20008","FRANCE","Traffic","suburban",4.803633,45.777067,0,0,0,0,300,2100,0,0,0.0175453,2771230,140.6150055,151436,10.6913996,0,6,4,1.85976,5.4022298,172,11.8992996,2.3227601,64073.80078,71627.29688,14968,"FR20008",4.80371093767445,45.7769165041911,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
842,"FR20019",8,2010,"day",40.1,"FR20019","FRANCE","Traffic","urban",4.886214,45.758361,0,0,0,0,200,2600,0,0,0,3477620,125.7529984,185089,13.0671997,0,134,0,2.00209,5.4014001,182,12.1847,2.34145,48729.30078,99482.39844,24015.5,"FR20019",4.88629150406486,45.7584838868338,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
843,"FR20029",8,2010,"day",33.374,"FR20029","FRANCE","Industrial","suburban",4.845833,45.66386,0,0,0,100,0,1600,0,0,0.446819,4238340,269.7980042,185089,13.0671997,0,77,0,1.97348,5.3822398,158,11.9502001,2.35513,26645.59961,165638,6337.430176,"FR20029",4.8458862303078,45.6638793947982,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
844,"FR20031",8,2010,"day",34.233,"FR20031","FRANCE","Industrial","suburban",4.864483,45.707747,0,0,0,0,500,1900,0,0,0.0070181,7159000,384.118988,134610,9.5034399,0,67,0,1.98692,5.3912001,177,12.0851002,2.3354399,37739.30078,233784,11715.90039,"FR20031",4.86450195326189,45.7078857419513,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
845,"FR20037",8,2010,"day",26.75,"FR20037","FRANCE","Background","suburban",4.802536,45.60186,0,0,0,0,0,2900,0,0,0.459151,1561400,65.1631012,218741,15.4431,0,0,0,1.94294,5.3684301,220,11.7514,2.3687,35769.39844,68145.39844,13592.09961,"FR20037",4.80230712870187,45.6019287107599,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
846,"FR20045",8,2010,"day",33.021,"FR20045","FRANCE","Background","suburban",4.980547,45.731825,0,1400,0,100,900,200,0,84.8928986,0.391844,6221670,278.9440002,0,0,0,81,0,2.0023401,5.39996,210,12.4006996,2.3259399,30689.09961,177576,9172.599609,"FR20045",4.98052978547671,45.7318725588224,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
847,"FR20049",8,2010,"day",5.826,"FR20049","FRANCE","Background","rural",4.465711,45.961391,0,5800,200,0,0,0,0,820.632019,1.45976,0,0,0,0,0,0,0,1.55179,5.42875,531,11.0179005,3.0664999,18143.90039,0,333.5490112,"FR20049",4.46569824257621,45.9614868163911,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
848,"FR20061",8,2010,"day",31.51,"FR20061","FRANCE","Background","urban",4.719281,45.986362,0,0,0,0,100,2500,0,0,0.0748597,5148500,229.7859955,201915,14.2552004,0,68,0,1.99714,5.4377499,191,11.5612001,3.0963099,42715.89844,126840,20138,"FR20061",4.71929931637583,45.9865112304348,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
849,"FR20062",8,2010,"day",33.961,"FR20062","FRANCE","Background","urban",4.854214,45.757733,0,0,0,200,700,1500,0,0,0,2445200,109.7480011,84131.29688,5.9396501,0,8,0,2.0011201,5.4002299,172,12.0676003,2.3318801,69879.79688,61679.10156,21472.19922,"FR20062",4.85430908234672,45.7578735353454,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
850,"FR20063",8,2010,"day",44.29,"FR20063","FRANCE","Traffic","urban",4.896153,45.728269,0,0,0,300,100,600,0,0,0.0163756,4102500,99.4595032,16826.30078,1.18793,14,117,0,1.99884,5.3961501,199,12.1739998,2.34182,49247.69922,109928,15468.2998,"FR20063",4.89630126957906,45.7282714840882,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
851,"FR20068",8,2010,"day",25.358,"FR20068","FRANCE","Background","suburban",4.796111,45.936275,0,2000,0,100,200,2200,0,30.9449005,0.398004,472074,9.2135,41566.30078,2.57586,0,38,0,1.9571199,5.4307799,179,11.8368998,3.0869501,23742.59961,18404.19922,11674.2002,"FR20068",4.79608154327149,45.9362792967489,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
852,"FR21016",8,2010,"day",35.016,"FR21016","FRANCE","Traffic","urban",-0.353611,49.175278,0,0,0,100,0,1500,0,0,0.0352532,1791360,54.5937004,70211.39844,4.35709,0,338,0,1.99871,3.8610699,10,11.6929998,2.5149801,74234.39844,104456,15801.90039,"FR21016",-0.353576660470837,49.1752929686442,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
853,"FR21021",8,2010,"day",18.225,"FR21021","FRANCE","Background","urban",0.227222,49.147225,0,100,0,0,0,2900,0,0,0.368899,125321,0,101416,6.2935801,0,0,0,1.93161,4.4116101,61,11.5024996,2.3242099,40020.19922,9450.820313,18136.69922,"FR21021",0.227294922207184,49.1472778320773,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
854,"FR21035",8,2010,"day",18.158,"FR21035","FRANCE","Background","urban",-1.626667,49.636389,0,0,0,0,0,2700,0,0,0.0667709,3469450,118.6080017,82359,4.1731501,0,0,0,1.91251,2.7657399,8,11.9209003,3.34448,55157.39844,148229,14467.7002,"FR21035",-1.62658691402261,49.6364746096453,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
855,"FR21040",8,2010,"day",12.699,"FR21040","FRANCE","Background","urban",-1.084722,49.116389,0,0,0,0,500,1700,0,0,0.391087,2194690,58.5808983,50682.5,2.56809,0,0,0,1.96015,4.40207,55,11.4919996,2.36058,43960,56704.89844,17052.69922,"FR21040",-1.0847167970274,49.1165161134939,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
856,"FR22007",8,2010,"day",18.536,"FR22007","FRANCE","Industrial","suburban",6.734139,49.165531,0,0,1200,0,0,1700,0,173.2160034,0.313061,588627,18.3572998,53332.10156,3.0806601,0,0,0,1.9599,5.4296699,283,10.7709999,0.972895,24407.5,76626.10156,15586.40039,"FR22007",6.73413085936695,49.1655273436251,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
857,"FR22009",8,2010,"day",32.171,"FR22009","FRANCE","Industrial","suburban",6.716886,49.165725,0,1100,0,0,0,2900,0,0,0.352806,1005290,60.7429008,86664.60156,5.0060802,0,52,0,1.98418,5.4284801,238,10.7743998,0.972992,25625.90039,112912,11819.2998,"FR22009",6.71691894538545,49.1657104493585,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
858,"FR22011",8,2010,"day",22.054,"FR22011","FRANCE","Industrial","suburban",6.731664,49.158414,0,0,0,0,0,2900,0,0,0.290369,1338110,94.2860031,86664.60156,5.0060802,0,0,0,1.96804,5.4305501,270,10.7714005,0.969403,19933.5,146761,13800.59961,"FR22011",6.73168945312208,49.1585083005439,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
859,"FR22014",8,2010,"day",16.334,"FR22014","FRANCE","Background","rural",6.957444,49.195389,0,3500,800,0,0,600,0,201.0189972,0.502871,524456,40.7944984,6666.509766,0.385083,0,0,0,1.88982,5.4417,331,10.6976995,0.970927,28872.90039,51167.60156,7619.370117,"FR22014",6.95751953122299,49.1954956056599,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
860,"FR22018",8,2010,"day",14.829,"FR22018","FRANCE","Background","urban",6.721111,48.814944,0,1900,0,0,400,1500,0,43.6996994,0.623416,628308,73.1165009,46665.60156,2.69558,0,0,0,1.99898,5.4779701,210,10.9076004,1.9168,20528.5,56704.89844,5461.870117,"FR22018",6.7211303714049,48.81488037131,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
861,"FR22019",8,2010,"day",21.813,"FR22019","FRANCE","Background","urban",6.925833,49.220364,0,300,100,0,0,2800,0,8.7399397,0.348585,422634,41.3569984,86664.60156,5.0060802,0,0,0,1.91597,5.43607,238,10.6731005,0.970737,25018.30078,98869.70313,6771.979981,"FR22019",6.92590332030685,49.2202758788915,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
862,"FR23001",8,2010,"day",12.648,"FR23001","FRANCE","Industrial","urban",-2.081567,47.324097,0,2200,0,0,0,2400,0,64.254303,0.615761,3407520,86.4571991,94368.5,5.8319602,0,0,0,2.0039401,3.2881701,18,12.8147001,1.19196,16070.2998,135793,7463.160156,"FR23001",-2.081481933207,47.3240966796853,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
863,"FR23003",8,2010,"day",12.188,"FR23003","FRANCE","Industrial","rural",-2.039853,47.322825,0,4800,0,0,0,1500,0,278.4349976,0.775688,1356280,41.4273987,70776.39844,4.37397,0,88,0,2.0043199,3.20749,7,12.7985001,1.18701,7464.910156,51730.80078,1667.75,"FR23003",-2.03979492164296,47.3228759767538,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
864,"FR23046",8,2010,"day",12.169,"FR23046","FRANCE","Industrial","rural",-2.093517,47.313194,0,2600,0,0,1300,0,0,128.5090027,0.404521,3004000,118.2779999,0,0,0,0,0,2.00406,2.8494799,4,12.8325005,1.19287,20113.80078,134301,1375.890015,"FR23046",-2.09350585903042,47.3132934570213,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
865,"FR23068",8,2010,"day",8.127,"FR23068","FRANCE","Industrial","suburban",-1.936619,47.247469,0,3100,0,0,0,2200,0,149.927002,0.932194,0,0,94368.5,5.8319602,0,0,0,2.0041499,3.5569699,24,12.8127003,1.1713901,12234.2002,0,4002.590088,"FR23068",-1.93658447288752,47.2474975587118,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
866,"FR23075",8,2010,"day",15.505,"FR23075","FRANCE","Industrial","suburban",-2.190764,47.315723,0,600,0,0,100,1900,0,0,0.516555,1401120,41.4273987,70776.39844,4.37397,0,0,0,2.00421,3.3299601,4,12.8734999,2.5544901,29133.90039,72124.70313,6837.759766,"FR23075",-2.1906127926228,47.3156738279587,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
867,"FR23092",8,2010,"day",21.272,"FR23092","FRANCE","Background","urban",0.20095,48.001294,0,0,0,0,0,2900,0,0,0.004861,403368,22.4029007,72900.29688,4.7820001,0,142,0,1.99673,5.1322799,62,12.1705999,2.08003,31725.90039,22880.90039,26934.09961,"FR23092",0.200927734582756,48.0012817381981,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
868,"FR23110",8,2010,"day",14.323,"FR23110","FRANCE","Background","urban",-2.249858,47.264111,0,0,0,0,0,2900,0,0,0.177887,807044,19.8131008,102233,6.3179598,0,0,0,2.0039001,2.9542401,24,12.9736004,2.54773,40642.30078,21388.69922,20012.90039,"FR23110",-2.24987792986864,47.2640991213269,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
869,"FR23120",8,2010,"day",22.118,"FR23120","FRANCE","Background","urban",-0.556053,47.468514,0,0,0,0,0,2900,0,0,0.0033401,1186180,22.9542999,78663.89844,4.4586601,0,126,0,2.00014,5.01478,46,12.5346003,1.04045,42715.89844,51730.80078,23640.30078,"FR23120",-0.555908203127881,47.4685058591815,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
870,"FR23140",8,2010,"day",39.111,"FR23140","FRANCE","Traffic","urban",-1.552828,47.204394,0,0,0,0,500,600,0,0,0,4562040,174.1150055,23592.09961,1.4579901,0,121,0,2.0005,4.4359002,10,12.6786003,2.1747899,57853,150218,6003.879883,"FR23140",-1.55279541047313,47.2045288087972,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
871,"FR23150",8,2010,"day",20.287,"FR23150","FRANCE","Background","urban",-0.550067,47.447392,0,0,0,0,100,2500,0,0,0.167007,2405940,105.9950027,72612.79688,4.1156902,0,0,0,2.0043001,5.01476,31,12.5365,1.0408601,33073.69922,102964,19762.80078,"FR23150",-0.549987793365821,47.4475097657944,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
872,"FR23152",8,2010,"day",16.485,"FR23152","FRANCE","Background","urban",-1.436831,46.660703,0,0,0,0,400,1700,0,0,0.164703,2963250,118.0879974,35269.39844,2.08341,0,0,0,1.99989,4.4611502,67,12.9268999,2.2107201,36598.80078,63668.69922,22431.19922,"FR23152",-1.43682861339196,46.660705566259,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
873,"FR23153",8,2010,"day",12.453,"FR23153","FRANCE","Industrial","suburban",-2.151625,47.331522,0,2500,0,0,300,500,0,107.0899963,0.638853,2241790,66.0437012,0,0,0,0,0,2.0043199,3.54689,4,12.8481998,2.4855199,18454.90039,106944,4711.379883,"FR23153",-2.15161132783829,47.3314819334095,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
874,"FR23174",8,2010,"day",22.354,"FR23174","FRANCE","Background","urban",0.195981,47.988914,0,0,0,0,0,2600,0,0,0.0091818,2484380,105.0619965,72900.29688,4.7820001,0,0,0,1.99963,5.1334701,47,12.1801004,2.0799,33695.80078,133306,20680,"FR23174",0.196105957226671,47.9888916014612,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
875,"FR23179",8,2010,"day",19.812,"FR23179","FRANCE","Background","urban",-1.553589,47.183528,0,0,0,100,200,2500,0,0,0.034209,2409920,72.047699,78640.5,4.8599701,0,0,0,2.0039201,4.4472799,22,12.6947002,2.1775,33384.69922,88041.89844,20179.69922,"FR23179",-1.55358886721075,47.1834716795728,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
876,"FR23181",8,2010,"day",16.215,"FR23181","FRANCE","Background","urban",-2.223056,47.273056,0,0,0,1300,0,1600,0,0,0.0453269,44835.80078,0,55048.30078,3.4019799,0,78,0,2.0042,2.8266101,9,12.9518003,2.5453,56712.60156,17906.80078,22306.09961,"FR23181",-2.22308349630855,47.2730712887875,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
877,"FR23188",8,2010,"day",19.868,"FR23188","FRANCE","Background","urban",-1.5375,47.2225,0,0,0,0,500,1700,0,0,0,3530820,106.2699966,62912.39844,3.88797,0,0,0,2.0016301,4.4463801,11,12.6697998,2.1734099,42923.19922,140270,14259.2002,"FR23188",-1.53747558563519,47.2224731442453,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
878,"FR23224",8,2010,"day",59.793,"FR23224","FRANCE","Traffic","urban",0.199753,48.006069,0,0,0,0,100,2800,0,0,0.0032406,403368,9.2701597,67292.60156,4.4141502,0,45,11,1.98938,5.1312599,71,12.1632996,2.08373,33799.39844,22880.90039,26850.69922,"FR23224",0.199890136412173,48.0061035157407,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
879,"FR23225",8,2010,"day",20.498,"FR23225","FRANCE","Traffic","urban",-2.191994,47.320419,0,2500,0,0,0,2300,0,42.8362007,0.611485,1076060,25.2166996,86504.5,5.3459702,11,0,0,2.00421,3.4200499,3,12.8734999,2.5544901,20424.80078,47254.10156,6128.959961,"FR23225",-2.19201660159539,47.3204956056854,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
880,"FR24003",8,2010,"day",57.737,"FR24003","FRANCE","Traffic","urban",7.266114,43.710836,0,0,0,0,100,2700,0,0,0.0025135,4106500,122.1289978,143465,9.8421001,0,0,0,1.78948,3.2787499,39,13.8972998,0,52669.10156,67648,22848.09961,"FR24003",7.26611328111531,43.7108764650949,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
881,"FR24006",8,2010,"day",39.476,"FR24006","FRANCE","Traffic","urban",7.123058,43.581665,0,0,0,0,0,2700,0,0,0,0,0,155421,10.6623001,0,8,0,1.96506,2.5569699,5,0,0.677545,27578.69922,14424.90039,14842.90039,"FR24006",7.12310790993946,43.5817260745152,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
882,"FR24009",8,2010,"day",29.077,"FR24009","FRANCE","Background","urban",7.007222,43.562497,0,0,0,0,0,2900,0,0,0.0290843,772729,1.17432,155421,10.6623001,0,0,0,1.8943,3.13359,72,14.9133997,0,40849.60156,25368,26350.40039,"FR24009",7.00732421915763,43.5624999996895,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
883,"FR24015",8,2010,"day",25.48,"FR24015","FRANCE","Background","urban",6.919444,43.656944,0,0,100,0,0,2400,0,5.9369898,0.192818,1677920,75.1564026,143465,9.8421001,0,183,1,1.66352,4.11515,362,12.5886002,0,44063.69922,23875.80078,15259.90039,"FR24015",6.91949462857715,43.6569213865677,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
884,"FR24020",8,2010,"day",27.572,"FR24020","FRANCE","Background","urban",7.157778,43.658337,0,0,0,0,200,2100,0,0,0.0075404,1258440,34.0553017,119554,8.2017498,0,74,0,1.9715,2.6152201,13,0,0,31207.5,20393.90039,17344.59961,"FR24020",7.15789794960281,43.6583251955946,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
885,"FR24023",8,2010,"day",20.675,"FR24023","FRANCE","Industrial","rural",7.331392,43.793331,0,500,1100,0,200,0,0,71.2437973,0.29946,1964940,100.9909973,0,0,0,56,0,1.28764,3.9111199,225,12.8115997,0,19388,46259.30078,7671.629883,"FR24023",7.33148193352421,43.7932739259628,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
886,"FR24030",8,2010,"day",19.141,"FR24030","FRANCE","Background","rural",7.204444,43.651112,0,0,0,0,0,0,0,0,0.0035906,1103900,17.6147995,0,0,0,0,0,1.9980299,2,0,0,0,40123.89844,138778,583.7109985,"FR24030",7.20452880879024,43.6511230470551,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
887,"FR24033",8,2010,"day",32.92,"FR24033","FRANCE","Background","urban",6.073056,44.555214,0,0,0,0,0,2700,0,0,0.130587,1349920,12.1419001,92032.60156,4.7083802,0,0,0,1.6723599,5.1227198,743,6.74332,0,26645.59961,24870.59961,20888.5,"FR24033",6.07312011744173,44.5552978515043,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
888,"FR25037",8,2010,"day",47.331,"FR25037","FRANCE","Traffic","urban",1.082656,49.441464,0,0,0,0,0,1300,0,0,0,2236830,157.0110016,45310.5,2.7358401,0,96,55,1.9785,4.4109402,7,11.3451996,3.3721001,73716,79088.5,16343.90039,"FR25037",1.08270263671815,49.4415283203374,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
889,"FR25039",8,2010,"day",20.311,"FR25039","FRANCE","Background","urban",1.148319,49.021332,0,0,0,0,0,2900,0,0,0.119436,587805,12.4708996,59886.89844,3.5849299,0,11,0,1.9723099,4.7744899,72,11.5372,3.3050599,46344.60156,15419.7998,25641.59961,"FR25039",1.14831542966171,49.0214843750403,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
890,"FR26001",8,2010,"day",30.904,"FR26001","FRANCE","Background","urban",5.041389,47.318611,0,0,0,0,400,2000,0,0,0.001732,1732540,73.3656006,65369.30078,4.0111899,0,100,0,2.00423,5.6036201,245,11.1134996,3.55497,60445,84560,19137.40039,"FR26001",5.04150390646516,47.3187255857742,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
891,"FR26002",8,2010,"day",26.755,"FR26002","FRANCE","Background","urban",5.02,47.304164,0,0,0,0,0,2100,0,0,0.0225161,2792110,102.8150024,87159,5.3482599,0,83,0,1.9997801,5.6033201,239,11.1026001,3.5546,46448.30078,161659,16594.09961,"FR26002",5.02008056646416,47.3040771487083,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
892,"FR26007",8,2010,"day",19.393,"FR26007","FRANCE","Background","urban",5.046944,47.341389,0,0,0,0,0,2000,0,0,0.001732,2928130,96.615303,79895.79688,4.9025698,0,0,0,2.0041001,5.6022501,250,11.0769997,3.5559101,46863,168623,17636.40039,"FR26007",5.04687500002424,47.3414916991343,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
893,"FR26010",8,2010,"day",14.388,"FR26010","FRANCE","Background","suburban",5.002222,47.345553,0,500,0,0,400,1700,0,0,0.314071,493988,22.2164001,50842.80078,3.1198201,0,0,0,1.95749,5.59902,334,10.9787998,3.5890601,28926.5,36311.10156,13216.90039,"FR26010",5.00231933627968,47.3457031251638,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
894,"FR26014",8,2010,"day",45.426,"FR26014","FRANCE","Traffic","urban",5.058333,47.340278,0,0,0,100,1000,900,0,0,0.0311762,3157230,150.8650055,21789.80078,1.33706,0,0,0,2.0041599,5.6029601,248,11.1000996,3.55562,49662.39844,171607,11924.40039,"FR26014",5.058288574511,47.3402709958406,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
895,"FR26016",8,2010,"day",17.773,"FR26016","FRANCE","Background","urban",3.277222,48.200556,0,0,0,0,0,2300,0,0,0.122283,1829360,104.2320023,54741.60156,3.1409199,0,0,0,1.95684,5.3744202,68,11.9328003,3.11746,43337.89844,84560,17553,"FR26016",3.27728271482575,48.2006835937781,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
896,"FR26017",8,2010,"day",16.079,"FR26017","FRANCE","Background","urban",3.170833,46.996669,0,0,0,0,500,2100,0,0,0.0420278,1500780,93.4234009,39696.19922,2.1938801,0,0,0,2.00193,5.5193701,178,11.9967003,2.6729901,50388.10156,82570.39844,21972.5,"FR26017",3.17089843732317,46.9967041015013,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
897,"FR27003",8,2010,"day",20.931,"FR27003","FRANCE","Industrial","suburban",4.766528,45.454519,0,0,0,0,0,2200,0,0,0.422572,953268,54.1763,100909,6.34304,0,63,0,1.82853,5.3365202,145,11.5244999,2.39694,23949.90039,42777.39844,11299,"FR27003",4.76647949176623,45.4545288082803,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
898,"FR27005",8,2010,"day",15.456,"FR27005","FRANCE","Background","rural",4.772867,45.319636,0,0,0,0,0,2700,0,0,0.299869,209509,0,109318,6.8716302,0,0,2,1.8148299,5.3067799,136,11.5501003,2.5307801,16485,8456,7713.319824,"FR27005",4.77288818349594,45.3197021485243,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
899,"FR27007",8,2010,"day",17.231,"FR27007","FRANCE","Background","urban",5.270872,45.608219,0,0,0,0,0,2900,0,0,0.243381,2377930,113.4319992,109318,6.8716302,0,0,0,1.92349,5.3850002,226,11.7280998,0.684662,21461.59961,89534.10156,8380.419922,"FR27007",5.27087402321691,45.6082763672021,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
900,"FR28002",8,2010,"day",29.622,"FR28002","FRANCE","Background","suburban",2.840897,50.432164,0,0,0,200,300,1800,0,0,0.116444,2505330,99.7335968,57163.39844,3.2186699,0,100,20,2.00402,4.8769598,29,11.4448996,3.45504,45618.89844,145244,15801.90039,"FR28002",2.84088134742985,50.4323120116479,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
901,"FR28010",8,2010,"day",24.645,"FR28010","FRANCE","Background","suburban",2.9,50.449456,0,1200,0,100,600,2000,0,0,0.650441,1444440,36.7075005,44460.39844,2.5034101,0,104,0,1.99746,4.8757801,37,11.4933004,2.2869401,33384.69922,81575.5,13091.7998,"FR28010",2.90008544954203,50.4495239259764,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
902,"FR28020",8,2010,"day",19.323,"FR28020","FRANCE","Background","suburban",2.6613,50.483925,0,100,0,0,0,2900,0,0,0.69396,693658,38.092701,82569.39844,4.6491899,0,0,0,1.99014,4.8147502,28,11.3670998,3.4816201,35458.30078,60186.80078,12424.7002,"FR28020",2.6613159177144,50.4838867186461,"EEA AirBase v8 ArcGIS","station_european_code;station_local_code",2,1,FALSE,TRUE,"FR","FRANCE"
