"OBJECTID","station_european_code","station_local_code","country_iso_code","country_name","station_name","station_start_date","station_end_date","type_of_station","station_ozone_classification","station_type_of_area","station_subcat_rural_back","street_type","station_longitude_deg","station_latitude_deg","station_altitude","station_city","lau_level1_code","lau_level2_code","lau_level2_name","EMEP_station","arcgis_longitude","arcgis_latitude"
4586,"FR23097","FR23097","FR","France","RONCERAY",896918400000,"1999-12-22","Background",NA,"suburban",NA,"Unknown",0.559175,47.475834,20,NA,"3716",NA,"Semblançay","no",0.559326171511381,47.4758911135075
4587,"FR23098","FR23098","FR","France","ROI RENE",8.93376e+11,"1999-09-08","Traffic",NA,"urban",NA,"Unknown",-0.555561,47.467778,42,"NOT SUBMITTED","3716",NA,"Semblançay","no",-0.555480957192223,47.4678955077273
4588,"FR23099","FR23099","FR","France","CENTRE FORMATION CCI",893203200000,NA,"Background","suburban","suburban",NA,NA,-0.545289,47.449169,33,NA,"4998",NA,"Angers","no",-0.545288086277048,47.4492797848639
4589,"FR23102","FR23102","FR","France","BASTIE",898819200000,"2001-07-06","Background",NA,"urban",NA,NA,-1.691395,47.145279,22,NA,"4404",NA,"Bouaye","no",-1.69140625022854,47.145324707316
4590,"FR23103","FR23103","FR","France","LAENNEC",904262400000,NA,"Background","urban","urban",NA,NA,-1.435858,46.662781,66,NA,"8598",NA,"La Roche-sur-Yon","no",-1.43579101522138,46.6629028321412
4591,"FR23107","FR23107","FR","France","LA CHAUVINIERE",927158400000,NA,"Background","urban","urban",NA,NA,-1.573333,47.252778,36,"NANTES","4499",NA,"Nantes","no",-1.57330322257082,47.2529296877806
4592,"FR23108","FR23108","FR","France","AUVIGNE",927763200000,NA,"Traffic",NA,"suburban",NA,NA,-1.517508,47.251945,28,NA,"4499",NA,"Nantes","no",-1.51751708974047,47.2520751950872
4593,"FR23110","FR23110","FR","France","LEON BLU",931132800000,NA,"Background","urban","urban",NA,NA,-2.249858,47.264117,25,"SAINT-NAZAIRE","4498",NA,"Saint-Nazaire","no",-2.24987792986864,47.2640991213269
4594,"FR23112","FR23112","FR","France","FERDINAND DE LESSEPS",9.31392e+11,NA,"Background","urban","suburban",NA,NA,-2.217508,47.278057,3,NA,"4498",NA,"Saint-Nazaire","no",-2.21752929645017,47.2780761720942
4595,"FR23113","FR23113","FR","France","SQUARE DE LA GIRONDE",931219200000,"2008-12-15","Background","urban","urban",NA,NA,-1.615097,47.2104,40,"SAINT-HERBLAIN","4496",NA,"Saint-Herblain","no",-1.61511230440217,47.2105102540901
4596,"FR23117","FR23117","FR","France","LA ROE",936748800000,NA,"Traffic",NA,"urban",NA,NA,-0.553336,47.473888,30,NA,"4998",NA,"Angers","no",-0.553283691482009,47.4738769529955
4597,"FR23118","FR23118","FR","France","MONCOUSU",938563200000,NA,"Background","urban","urban",NA,NA,-1.551683,47.209167,33,NA,"4499",NA,"Nantes","no",-1.55169677716885,47.2092895510771
4598,"FR23119","FR23119","FR","France","MONPLAISIR",9.45648e+11,NA,"Background","urban","urban",NA,NA,-0.524275,47.488693,45,NA,"4998",NA,"Angers","no",-0.524291992211709,47.4887084963878
4599,"FR23120","FR23120","FR","France","BEAUX ARTS",945820800000,NA,"Background","urban","urban",NA,NA,-0.556053,47.468514,47,"ANGERS","4998",NA,"Angers","no",-0.555908203127881,47.4685058591815
4600,"FR23122","FR23122","FR","France","LABO HYGIENE",974937600000,NA,"Traffic",NA,"urban",NA,NA,-1.550842,47.286945,6,NA,"4407",NA,"La Chapelle-sur-Erdre","no",-1.55078125016388,47.2869262692666
4601,"FR23123","FR23123","FR","France","MAZAGRAN",9.80208e+11,NA,"Background","urban","urban",NA,NA,-0.767692,48.069433,54,"LAVAL","7233",NA,"Vibraye","no",-0.767700195096161,48.0695190427414
4602,"FR23124","FR23124","FR","France","LA TARDIERE",993686400000,NA,"Background","rural","rural",NA,NA,-0.743681,46.656683,143,"LA TARDIÈRE","8505",NA,"La Tardière","no",-0.743591308315635,46.6566772459923
4603,"FR23125","FR23125","FR","France","RICAUD",993945600000,NA,"Background","urban","urban",NA,NA,-1.689728,47.145279,27,NA,"4404",NA,"Bouaye","no",-1.68969726558761,47.145324707316
4604,"FR23126","FR23126","FR","France","LAC DE MAINE",994118400000,NA,"Background","urban","suburban",NA,NA,-0.595567,47.454166,35,NA,"4938",NA,"Bouchemaine","no",-0.59558105438267,47.454284668213
4605,"FR23128","FR23128","FR","France","EMILE OUTTIER",995500800000,"2011-01-03","Background","suburban","suburban",NA,NA,-2.340022,47.267508,9,"PORNICHET","4457",NA,"Pornichet","no",-2.34002685552835,47.2675170897417
4606,"FR23129","FR23129","FR","France","JEAN PERRIN",1008633600000,NA,"Background","urban","urban",NA,NA,-1.558619,47.181667,26,NA,"4497",NA,"Rezé","no",-1.55859374996784,47.1817016601414
4607,"FR23131","FR23131","FR","France","VERT GALANT CFPA",1026691200000,NA,"Background","urban","urban",NA,NA,0.215847,47.966667,85,NA,"7299",NA,"Le Mans","no",0.215881347720392,47.9666748046998
4608,"FR23137","FR23137","FR","France","RUE DES CORBIERES",1.051488e+12,NA,"Background","urban","urban",NA,NA,-1.488797,47.200253,21,NA,"4450",NA,"Saint-Sébastien-sur-Loire","no",-1.48870849587117,47.2003173826846
4609,"FR23138","FR23138","FR","France","Domaine du Houssay",1101686400000,NA,"Background","unknown","suburban",NA,NA,0.155281,47.921669,40,NA,"7231",NA,"Spay","no",0.155273437533954,47.9216918947637
4610,"FR23140","FR23140","FR","France","VICTOR HUGO",1058918400000,NA,"Traffic",NA,"urban",NA,NA,-1.552828,47.204394,6,"NANTES","4499",NA,"Nantes","no",-1.55279541047313,47.2045288087972
4611,"FR23141","FR23141","FR","France","CREBILLON",1.325376e+12,NA,"Traffic",NA,"urban",NA,NA,-1.5625,47.2128,5,"NANTES",NA,NA,NA,"no",-1.56250000031899,47.2128906250089
4612,"FR23142","FR23142","FR","France","GOUGEARD",1.325376e+12,NA,"Traffic",NA,"urban",NA,NA,0.2017,48.0047,42,"LE MANS",NA,NA,NA,"no",0.201721191320417,48.0046997070678
4613,"FR23143","FR23143","FR","France","REPUBLIQUE",1199836800000,"2008-12-23","Traffic",NA,"urban",NA,NA,-2.210833,47.284722,10,"SAINT-NAZAIRE","4498",NA,"Saint-Nazaire","no",-2.21081542995048,47.2847290039436
4614,"FR23149","FR23149","FR","France","CUTULLIC2",1.133136e+12,NA,"Industrial",NA,"rural",NA,NA,-2.032289,47.286114,4,"PAIMBOEUF","4429",NA,"Paimboeuf","no",-2.03228759750732,47.2860717774458
4615,"FR23150","FR23150","FR","France","APPENTIS",1103068800000,NA,"Background","unknown","urban",NA,NA,-0.550067,47.447392,33,"ANGERS","4998",NA,"Angers","no",-0.549987793365821,47.4475097657944
4616,"FR23152","FR23152","FR","France","DELACROIX",1107734400000,NA,"Background","unknown","urban",NA,NA,-1.436831,46.660703,72,"LA ROCHE-SUR-YON","8598",NA,"La Roche-sur-Yon","no",-1.43682861339196,46.660705566259
4617,"FR23153","FR23153","FR","France","BONNE FONTAINE",1109635200000,NA,"Industrial",NA,"suburban",NA,NA,-2.151625,47.331522,4,"MONTOIR-DE-BRETAGNE","4447",NA,"Donges","no",-2.15161132783829,47.3314819334095
4618,"FR23156","FR23156","FR","France","Le Grand Phare",1097539200000,NA,"Background","unknown","rural",NA,NA,-2.382058,46.717556,25,NA,"8510",NA,"L' Île-d'Yeu","no",-2.38208007789435,46.7175292969739
4619,"FR23157","FR23157","FR","France","EPINETTES",1107734400000,NA,"Background","unknown","suburban",NA,NA,-1.690269,47.146089,19,"BOUAYE","4404",NA,"Bouaye","no",-1.69018554665693,47.1461181643563
4620,"FR23163","FR23163","FR","France","Fillé",1125964800000,NA,"Background","unknown","suburban",NA,NA,0.151825,47.921922,41,"SPAY","7231",NA,"Spay","no",0.15191650428411,47.9218749999977
4621,"FR23172","FR23172","FR","France","CLAIRAIS",1135641600000,NA,"Background","unknown","suburban",NA,NA,-1.433056,47.273056,17,NA,"4406",NA,"Thouaré-sur-Loire","no",-1.4329833981745,47.2730712887875
4622,"FR23174","FR23174","FR","France","GUEDOU",1138579200000,NA,"Background",NA,"urban",NA,NA,0.195983,47.988917,46,"LE MANS","7299",NA,"Le Mans","no",0.196105957226671,47.9888916014612
4623,"FR23175","FR23175","FR","France","CLOS DES BEAUVAIS",1140998400000,NA,"Background",NA,"suburban",NA,NA,-0.610064,47.430164,55,"BOUCHEMAINE","3736",NA,"Fondettes","no",-0.609985351317303,47.4302978513474
4624,"FR23177","FR23177","FR","France","SAINT-DENIS D'ANJOU",1151020800000,NA,"Background",NA,"rural",NA,NA,-0.444044,47.787731,50,"SAINT-DENIS-D'ANJOU","5304",NA,"Saint-Denis-d'Anjou","no",-0.443908691531548,47.7877197267285
4625,"FR23178","FR23178","FR","France","PARSCAU DU PLESSIS",1.152144e+12,NA,"Industrial",NA,"urban",NA,NA,-2.066953,47.319158,9,"DONGES","4447",NA,"Donges","no",-2.06689453087133,47.3192749023653
4626,"FR23179","FR23179","FR","France","BALINIERE",1.167696e+12,"2011-02-14","Background",NA,"urban",NA,NA,-1.553589,47.183528,25,NA,"4497",NA,"Rezé","no",-1.55358886721075,47.1834716795728
4627,"FR23181","FR23181","FR","France","PARC PAYSAGER",1168819200000,NA,"Background",NA,"urban",NA,NA,-2.223056,47.273056,7,"SAINT-NAZAIRE","4498",NA,"Saint-Nazaire","no",-2.22308349630855,47.2730712887875
4628,"FR23182","FR23182","FR","France","SOURCES",1167782400000,NA,"Background",NA,"urban",NA,NA,0.221422,47.971064,85,"LE MANS","7299",NA,"Le Mans","no",0.221496581814139,47.9711303713715
4629,"FR23184","FR23184","FR","France","LAFAYETTE",1.172448e+12,NA,"Traffic",NA,"unknown",NA,NA,-1.429444,46.671112,72,NA,"8598",NA,"La Roche-sur-Yon","no",-1.42938232439,46.6710815426831
4630,"FR23188","FR23188","FR","France","CIM BOUTEILLERIE",1198108800000,NA,"Background",NA,"urban",NA,NA,-1.5375,47.2225,18,"NANTES","4499",NA,"Nantes","no",-1.53747558563519,47.2224731442453
4631,"FR23199","FR23199","FR","France","EUGENE ORIEUX",1231804800000,"2010-01-04","Traffic",NA,"urban",NA,NA,-1.551944,47.235,15,"NANTES","4499",NA,"Nantes","no",-1.55187988256986,47.2351074220167
4632,"FR23224","FR23224","FR","France","MENDES FRANCE-LM2",1.262736e+12,"2011-01-03","Traffic",NA,"urban",NA,NA,0.199753,48.006069,79,"LE MANS","7299",NA,"Le Mans","no",0.199890136412173,48.0061035157407
4633,"FR23225","FR23225","FR","France","JULES AUFFRET",1262649600000,"2010-12-20","Traffic",NA,"urban",NA,NA,-2.191994,47.320419,10,"TRIGNAC","4447",NA,"Donges","no",-2.19201660159539,47.3204956056854
4634,"FR23228","FR23228","FR","France","FORGES",1296518400000,NA,"Traffic",NA,"urban",NA,NA,-1.547342,47.188833,12,"REZÉ",NA,NA,NA,"no",-1.54730224574839,47.1889038083952
4635,"FR23229","FR23229","FR","France","VIEUX SAINT LOUIS",1295308800000,NA,"Traffic",NA,"urban",NA,NA,-0.773236,48.072517,50,"LAVAL",NA,NA,NA,"no",-0.773193359820859,48.0725097653577
4636,"FR23230","FR23230","FR","France","GASPARD",1296086400000,NA,"Background",NA,"suburban",NA,NA,-2.332067,47.253056,6,"PORNICHET",NA,NA,NA,"no",-2.33209228545705,47.2531127927835
4637,"FR23231","FR23231","FR","France","GRANITS",1.29384e+12,NA,"Industrial",NA,"rural",NA,NA,-1.173133,47.414547,0,"MÉSANGER",NA,NA,NA,"no",-1.17309570291252,47.4146728513999
4638,"FR23234","FR23234","FR","France","GUIBERDERIE",1.325376e+12,NA,"Background",NA,"rural",NA,NA,0.1138,47.375,38,"LONGUÉ-JUMELLES",NA,NA,NA,"no",0.113891601638233,47.3751220704429
4639,"FR23235","FR23235","FR","France","HAUTES BRIVES",1.325376e+12,NA,"Industrial",NA,"rural",NA,NA,0.6019,48.3192,113,"HAUTES BRIVES",NA,NA,NA,"no",0.601928710978686,48.3192749022158
4640,"FR23236","FR23236","FR","France","GUILOT",160963200000,NA,"Background",NA,"urban",NA,NA,-0.0736,47.6964,30,"LA FLECHE",NA,NA,NA,"no",-0.0736083981485198,47.6964721681089
4641,"FR24001","FR24001","FR","France","BLAUSASC",7.54704e+11,NA,"Background","unknown","rural",NA,NA,7.366125,43.806942,320,NA,"609",NA,"Blausasc","no",7.36608886688822,43.8068847658473
4642,"FR24002","FR24002","FR","France","CONTES",7.54704e+11,NA,"Industrial",NA,"rural",NA,NA,7.320281,43.805553,180,NA,"607",NA,"Contes","no",7.32031249957208,43.8054809572378
4643,"FR24003","FR24003","FR","France","NICE PELLOS",750038400000,NA,"Traffic",NA,"urban",NA,NA,7.266114,43.710836,40,"NICE","699",NA,"Nice","no",7.26611328111531,43.7108764650949
4644,"FR24004","FR24004","FR","France","NICE LAS PLANAS",771897600000,NA,"Background","urban","urban",NA,NA,7.25278,43.731945,120,NA,"699",NA,"Nice","no",7.25292968775226,43.7318725583007
4645,"FR24005","FR24005","FR","France","BRANCOLAR",7.54704e+11,NA,"Background","urban","urban",NA,NA,7.272228,43.725002,162,NA,"699",NA,"Nice","no",7.27227783231036,43.7250976560401
4646,"FR24006","FR24006","FR","France","ANTIBES GUYNEMER",865987200000,NA,"Traffic",NA,"urban",NA,NA,7.123058,43.581667,8,"ANTIBES","697",NA,"Antibes","no",7.12310790993946,43.5817260745152
4647,"FR24007","FR24007","FR","France","ANTIBES JEAN MOULIN",878774400000,NA,"Background","urban","suburban",NA,NA,7.094725,43.599722,77,"ANTIBES","697",NA,"Antibes","no",7.09472656290412,43.5996704100796
4648,"FR24008","FR24008","FR","France","CANNES BD ALSACE",890697600000,NA,"Background",NA,"urban",NA,NA,7.030289,43.551666,25,NA,"698",NA,"Cannes","no",7.03027343750019,43.5516967774671
4649,"FR24009","FR24009","FR","France","CANNES BROUSSAILLES",891302400000,NA,"Background","urban","urban",NA,NA,7.007222,43.562497,69,"CANNES","698",NA,"Cannes","no",7.00732421915763,43.5624999996895
4650,"FR24010","FR24010","FR","France","NICE EUCALYPTUS",8.95104e+11,NA,"Background","urban","urban",NA,NA,7.22167,43.675556,80,NA,"699",NA,"Nice","no",7.22167968763809,43.6754760739322
4651,"FR24011","FR24011","FR","France","NICE OUEST BOTANIQUE",8.99424e+11,NA,"Background","urban","urban",NA,NA,7.211944,43.686111,143,"NICE","699",NA,"Nice","no",7.21191406265858,43.686096191446
4652,"FR24012","FR24012","FR","France","NICE CESSOLE",899769600000,NA,"Background","suburban","suburban",NA,NA,7.255839,43.714447,50,NA,"699",NA,"Nice","no",7.25592041020013,43.7144775393854
4653,"FR24013","FR24013","FR","France","ADRECHAS",9.45216e+11,NA,"Background","rural","rural",NA,NA,7.22798,44.1056,1826,"VALDEBLORE","631",NA,"Tende","no",7.22808837846947,44.1057128905729
4654,"FR24014","FR24014","FR","France","CIANS",958953600000,NA,"Background","rural","rural",NA,NA,6.989169,44.088333,1484,"BEUIL","611",NA,"Beuil","no",6.98931884754016,44.0883178711053
4655,"FR24015","FR24015","FR","France","GRASSE CLAVECIN",961545600000,NA,"Background","urban","urban",NA,NA,6.919444,43.656944,356,"GRASSE","694",NA,"Grasse","no",6.91949462857715,43.6569213865677
4656,"FR24017","FR24017","FR","France","ST AUBAN",1040342400000,NA,"Industrial","urban","suburban",NA,NA,6.003611,44.086386,509,"CHATEAU-ARNOUX-SAINT-AUBAN","430",NA,"Château-Arnoux-Saint-Auban","no",6.00372314441437,44.0864868164114
4657,"FR24018","FR24018","FR","France","MANOSQUE",994982400000,NA,"Background","urban","urban",NA,NA,5.785831,43.835275,371,"MANOSQUE","498",NA,"Manosque","no",5.78588867151842,43.8353271485733
4658,"FR24019","FR24019","FR","France","Gap05",994982400000,NA,"Background","urban","urban",NA,NA,6.061664,44.519142,683,NA,"599",NA,"Gap","no",6.06170654295497,44.519287109412
4659,"FR24020","FR24020","FR","France","CAGNES LADOUMEGUE",994982400000,NA,"Background","urban","urban",NA,NA,7.157778,43.658336,21,"CAGNES-SUR-MER","696",NA,"Cagnes-sur-Mer","no",7.15789794960281,43.6583251955946
4660,"FR24021","FR24021","FR","France","PEILLON",1038614400000,NA,"Industrial",NA,"suburban",NA,NA,7.37328,43.7866,194,"PEILLON","609","2","Peillon","no",7.37329101535556,43.7866821288269
4661,"FR24023","FR24023","FR","France","CONTES 2",1008028800000,NA,"Industrial","unknown","rural",NA,NA,7.331392,43.793331,235,"CONTES","607",NA,"Contes","no",7.33148193352421,43.7932739259628
4662,"FR24024","FR24024","FR","France","BRIANCON",1062028800000,NA,"Background","urban","rural",NA,NA,6.637975,44.896389,1210,"BRIANÇON","598",NA,"Briançon","no",6.63812255818054,44.8964843747103
4663,"FR24030","FR24030","FR","France","AEROPORT NICE",1110412800000,NA,"Background",NA,"rural",NA,NA,7.204444,43.651112,2,"NICE","699",NA,"Nice","no",7.20452880879024,43.6511230470551
4664,"FR24032","FR24032","FR","France","Riviera Française",1245283200000,NA,"Background",NA,"rural",NA,NA,7.478864,43.7585,18,"ROQUEBRUNE-CAP-MARTIN","652",NA,"Roquebrune-Cap-Martin","no",7.47888183612052,43.7584838865962
4665,"FR24033","FR24033","FR","France","GAP COMMANDERIE",1257465600000,NA,"Background",NA,"urban",NA,NA,6.073056,44.555214,741,"GAP","599",NA,"Gap","no",6.07312011744173,44.5552978515043
4666,"FR24035","FR24035","FR","France","NICE MAGNAN",1.273104e+12,NA,"Traffic",NA,"urban",NA,NA,7.242083,43.689286,5,"NICE",NA,NA,NA,"no",7.24212646460213,43.6892700197858
4667,"FR24036","FR24036","FR","France","NICE ARSON",1372291200000,NA,"Background",NA,"urban",NA,NA,7.286264,43.702075,9,"NICE",NA,NA,NA,"no",7.28631591754469,43.7020874021072
4668,"FR24038","FR24038","FR","France","GAP JEAN JAURES",1.35e+12,NA,"Traffic",NA,"urban",NA,NA,6.0673,44.548636,737,"GAP",NA,NA,NA,"no",6.06732177704868,44.5487060547419
4669,"FR24039","FR24039","FR","France","Obs Haute-Provence",1343347200000,NA,"Background",NA,"rural",NA,NA,5.7117,43.9335,670,"SAINT-MICHEL-L'OBSERVATOIRE",NA,NA,NA,"no",5.71173095716693,43.9334716795188
4670,"FR25001","FR25001","FR","France","1 Mairie-Bois-Guillaume",102211200000,NA,"Traffic",NA,"urban",NA,"Unknown",1.119447,49.469166,160,"ROUEN","7660",NA,"Bois-Guillaume","no",1.11950683579241,49.4692993162275
4671,"FR25006","FR25006","FR","France","6 Lycee d'Etat-Blvd. du 14 juillet-Sotteville-les-Rouens",102211200000,NA,"Unknown",NA,"urban",NA,"Unknown",1.083894,49.40889,15,"ROUEN","7692",NA,"Sotteville-lès-Rouen","no",1.08392334028977,49.4088745114688
4672,"FR25007","FR25007","FR","France","7 Port Autonome-Quai R. Wadington-Musoir-St.-Gervais",102211200000,NA,"Unknown",NA,"urban",NA,"Unknown",1.04223,49.438335,5,"ROUEN","7699",NA,"Rouen","no",1.04229736296109,49.4384765623139
4673,"FR25011","FR25011","FR","France","Pt Couronne Ch d eau",189302400000,NA,"Industrial",NA,"urban",NA,NA,1.025758,49.383133,35,"PETIT-COURONNE","7626",NA,"Grand-Couronne","no",1.02587890661551,49.383117675885
4674,"FR25013","FR25013","FR","France","PARC EXPO DE ROUEN",189302400000,NA,"Background",NA,"suburban",NA,NA,1.057783,49.395,65,NA,"7694",NA,"Le Grand-Quevilly","no",1.05792236346734,49.3950805665243
4675,"FR25020","FR25020","FR","France","Deville Parc Logis",915148800000,"2012-02-13","Background",NA,"urban",NA,NA,1.05085,49.469758,26,"DÉVILLE-LÈS-ROUEN","7665",NA,"Déville-lès-Rouen","no",1.05090332040101,49.4699096679103
4676,"FR25021","FR25021","FR","France","GRAND QUEVILLY",420940800000,NA,"Industrial",NA,"suburban",NA,NA,1.034175,49.414448,8,NA,"7694",NA,"Le Grand-Quevilly","no",1.03430175775613,49.4144897460554
4677,"FR25023","FR25023","FR","France","VAL DE REUIL TRANSVA",728006400000,NA,"Industrial","suburban","suburban",NA,NA,1.220003,49.27,10,NA,"2743",NA,"Val-de-Reuil","no",1.22009277380028,49.2700805666537
4678,"FR25024","FR25024","FR","France","Ecole les Damps",725155200000,NA,"Industrial",NA,"suburban",NA,NA,1.176617,49.3013,25,NA,"2728",NA,"Les Damps","no",1.17669677759535,49.3013305666109
4679,"FR25025","FR25025","FR","France","ROUEN PTT GARE",633657600000,"1999-01-01","Traffic",NA,"urban",NA,"Unknown",1.094456,49.447781,31,NA,"7699",NA,"Rouen","no",1.09448242200694,49.4478759765365
4680,"FR25028","FR25028","FR","France","AIR NORMAND ROUEN",560131200000,NA,"Background",NA,"suburban",NA,"Unknown",1.104725,49.44389,15,NA,"7699",NA,"Rouen","no",1.10467529292212,49.443908691561
4681,"FR25030","FR25030","FR","France","ALEXIS CARREL ROUENG",670723200000,NA,"Background","suburban","suburban",NA,NA,1.080289,49.429447,10,NA,"7699",NA,"Rouen","no",1.08032226560694,49.4295043943777
4682,"FR25031","FR25031","FR","France","GD COURONNE SERRE",677116800000,"1999-01-01","Industrial",NA,"urban",NA,"Unknown",1.012233,49.361389,22,NA,"7626",NA,"Grand-Couronne","no",1.01232910155216,49.3615112302904
4683,"FR25032","FR25032","FR","France","Elbeuf CCI",7.33536e+11,NA,"Background","suburban","urban",NA,NA,1.007433,49.291108,5,"ELBEUF","7617",NA,"Elbeuf","no",1.00750732419608,49.2910766599802
4684,"FR25033","FR25033","FR","France","BOISGUILLAUME SCHUMA",783302400000,"2001-06-06","Background",NA,"suburban",NA,NA,1.109731,49.474724,155,NA,"7660",NA,"Bois-Guillaume","no",1.10968017567921,49.4746704100364
4685,"FR25034","FR25034","FR","France","Val de la Haye Ecole",818899200000,NA,"Industrial",NA,"rural",NA,NA,1.001322,49.378247,5,"VAL-DE-LA-HAYE","7626",NA,"Grand-Couronne","no",1.00128173786737,49.3782958982156
4686,"FR25035","FR25035","FR","France","Gd Couronne Mairie",887068800000,NA,"Industrial",NA,"urban",NA,NA,1.007853,49.358214,22,"GRAND-COURONNE","7626",NA,"Grand-Couronne","no",1.00787353499805,49.3582763671829
4687,"FR25036","FR25036","FR","France","Espace du Palais",9.72432e+11,NA,"Background","urban","urban",NA,NA,1.093694,49.442458,17,"ROUEN","7699",NA,"Rouen","no",1.09368896526928,49.4425048825369
4688,"FR25037","FR25037","FR","France","Rouen Le Conquerant",9.31392e+11,NA,"Traffic",NA,"urban",NA,NA,1.082656,49.441464,6,"ROUEN","7699",NA,"Rouen","no",1.08270263671815,49.4415283203374
4689,"FR25038","FR25038","FR","France","Evreux SDIS",915148800000,"2010-09-30","Background","urban","suburban",NA,NA,1.144075,49.036442,130,NA,"2799",NA,"Évreux","no",1.14410400364225,49.0364990236025
4690,"FR25039","FR25039","FR","France","Evreux Centre",920937600000,NA,"Background","urban","urban",NA,NA,1.148319,49.021339,65,"EVREUX","2799",NA,"Évreux","no",1.14831542966171,49.0214843750403
4691,"FR25040","FR25040","FR","France","Mesnil Esnard",936921600000,NA,"Background","urban","suburban",NA,NA,1.15515,49.406189,160,"LE MESNIL-ESNARD","7607",NA,"Le Mesnil-Esnard","no",1.15527343759438,49.4063110351646
4692,"FR25041","FR25041","FR","France","Oissel Gym. J.Jaures",9.31392e+11,NA,"Industrial",NA,"suburban",NA,NA,1.097986,49.357719,18,NA,"7669",NA,"Oissel","no",1.09808349579145,49.3577270505144
4693,"FR25042","FR25042","FR","France","Canteleu",993686400000,NA,"Industrial",NA,"urban",NA,NA,1.027231,49.443333,122,NA,"7636",NA,"Canteleu","no",1.0272827146898,49.4434814451468
4694,"FR25043","FR25043","FR","France","Centre Hospitalier",947635200000,NA,"Background","urban","urban",NA,NA,1.098825,49.400519,11,"SOTTEVILLE-LES-ROUEN","7692",NA,"Sotteville-lès-Rouen","no",1.09887695342737,49.4005126952366
4695,"FR25044","FR25044","FR","France","Pt Couronne Piscine",9.62928e+11,"2013-07-16","Industrial",NA,"urban",NA,NA,1.030703,49.389494,38,"PETIT-COURONNE","7626",NA,"Grand-Couronne","no",1.03070068397163,49.3895263669181
4696,"FR25045","FR25045","FR","France","Phare d Ailly",933638400000,NA,"Background","unknown","rural",NA,NA,0.957178,49.916364,80,"SAINTE-MARGUERITE-SUR-MER","7639",NA,"Sainte-Marguerite-sur-Mer","no",0.957275390325814,49.9165039060247
4697,"FR25046","FR25046","FR","France","Bois Guillaume Cosm.",991785600000,"2010-08-03","Background","urban","suburban",NA,NA,1.126667,49.471914,155,NA,"7660",NA,"Bois-Guillaume","no",1.12670898425974,49.471923827864
4698,"FR25047","FR25047","FR","France","Gd Quevilly mairie",1082419200000,NA,"Background",NA,"urban",NA,NA,1.053736,49.409858,35,"LE GRAND-QUEVILLY","7694",NA,"Le Grand-Quevilly","no",1.05371093744788,49.4099121096546
4699,"FR25048","FR25048","FR","France","Petit Quevilly",1108857600000,NA,"Background",NA,"urban",NA,NA,1.057778,49.428056,9,"LE PETIT-QUEVILLY","7667",NA,"Le Petit-Quevilly","no",1.05792236346734,49.428100586079
4700,"FR25049","FR25049","FR","France","Base loisirs Poses",1181865600000,NA,"Background",NA,"rural",NA,NA,1.214367,49.304869,21,"VAL-DE-REUIL","2743",NA,"Val-de-Reuil","no",1.21447753880824,49.3048706053427
4701,"FR25050","FR25050","FR","France","Bures-en-bray",1369612800000,NA,"Background",NA,"rural",NA,NA,1.345083,49.781219,65,"BURES-EN-BRAY",NA,NA,NA,"no",1.34509277335866,49.781311034982
4702,"FR25051","FR25051","FR","France","Dieppe prox-auto",1364774400000,NA,"Traffic",NA,"urban",NA,NA,1.073972,49.918008,60,"DIEPPE",NA,NA,NA,"no",1.07409667927823,49.9180908200947
4703,"FR25301","FR25301","FR","France","Quai de la Bourse",1326758400000,NA,"Traffic",NA,"urban",NA,NA,1.089631,49.4389,6,"ROUEN",NA,NA,NA,"no",1.08972167978448,49.4389038085261
4704,"FR25500","FR25500","FR","France","Rouen - Quai du Havre- reporting 25500",1.325376e+12,NA,"Traffic",NA,"urban",NA,NA,1.088,49.4393,6,"ROUEN",NA,NA,NA,"no",1.08807373027724,49.4392700196902
4705,"FR25501","FR25501","FR","France","Saint-Saens",1.325376e+12,NA,"Background",NA,"rural",NA,NA,1.2843,49.6713,104,"SAINT-SAENS",NA,NA,NA,"no",1.28430175777122,49.6713256838611
4706,"FR25502","FR25502","FR","France","Petit-Couronne Berthet- reporting 25502",1.325376e+12,NA,"Industrial",NA,"urban",NA,NA,1.0187,49.385,41,"PETIT COURONNE",NA,NA,NA,"no",1.01867675814821,49.3850708005509
4707,"FR25503","FR25503","FR","France","Petit-Couronne Laennec- reporting 25503",1.325376e+12,NA,"Industrial",NA,"urban",NA,NA,1.0304,49.3793,42,"PETIT COURONNE",NA,NA,NA,"no",1.03051757857063,49.3792724610991
4708,"FR25504","FR25504","FR","France","BARENTIN - Avenue de la Porte Océane - Gare SNCF-",1.325376e+12,NA,"Traffic",NA,"suburban",NA,NA,1.088,49.4393,6,"BARENTIN",NA,NA,NA,"no",1.08807373027724,49.4392700196902
4709,"FR26001","FR26001","FR","France","Station PASTEUR",725846400000,NA,"Traffic","suburban","urban",NA,NA,5.041389,47.318611,240,"DIJON","2199",NA,"Dijon","no",5.04150390646516,47.3187255857742
4710,"FR26002","FR26002","FR","France","Station TARNIER",725846400000,NA,"Background","urban","urban",NA,NA,5.02,47.304164,241,"DIJON","2199",NA,"Dijon","no",5.02008056646416,47.3040771487083
4711,"FR26003","FR26003","FR","France","Creche Ft D Ouche",378691200000,NA,"Background",NA,"suburban",NA,NA,5.000561,47.318611,249,NA,"2199",NA,"Dijon","no",5.00048828137144,47.3187255857742
